,symbolic_function
0,-4.46518821917152e-9
1,4.19511394511574e-8 - 1.7039103147095e-13*tan(4.02400016784668*x0 - 1.57080006599426)
2,-0.00462547076917313*x0 - 4.56422606653906e-9
3,0.00465257762223297*(0.477260491854751 - x0)**2 - 0.00105975742917508
4,0.00157614657655358 - 0.00340800173580647*cos(4.02296018600464*x0 - 1.08999991416931)
