,symbolic_function
0,4.82061636830622e-7*tan(0.199999928474426*x0 + 4.7039999961853) + 0.003303850768134
1,0.000288380928617384*exp(5.0*x0) + 0.00307318079285324
2,0.00287976209074259 - 0.000481819540709694*(-x0 - 1)**3
3,0.00336464890278876
4,0.00144772580824792*x0 + 0.0033615948821889
