,symbolic_function
0,-1.47076773643494*tan(0.747239887714386*x0 - 3.78060007095337) - 0.969437658786774
1,5.14804363250732 - 3.94780325889587*log(1.29199993610382*x0 + 3.60599994659424)
2,-4.66711378097534 + 4.74791023351357*exp(-0.292719930410385*x0)
3,2.79146661772087*(1 - 0.245172392827717*x0)**2 - 2.71436285972595
4,27.9144077301025 - 30.5678062438965*cos(0.108159996569157*x0 - 0.425839930772781)
