,symbolic_function
0,0.0168217178434134 - 0.115829151370753*(-x0 - 0.274977862621407)**2
1,0.106882251799107*sin(1.54280006885529*x0 - 4.31220006942749) - 0.0903596431016922
2,-0.0894889980554581*cos(1.70259988307953*x0 + 3.57764005661011) - 0.0730337649583817
3,-0.0360078401863575*tanh(3.0*x0 - 0.767999947071075) - 0.0151889603585005
4,0.0678703972693997*(-x0 - 0.553315089230141)**3 + 0.0195172317326069
