,symbolic_function
0,3.24553051100906e-9
1,-2.53939827065536e-13*tan(4.20731973648071*x0 + 1.57080006599426) - 6.58142909060189e-8
2,2.83874226902903e-9 - 0.00808956929504251*x0
3,0.00538921123370528 - 0.0103958504041657*(-x0 - 0.719999980926514)**2
4,0.00126185198314488 - 0.0178688112646341*cos(4.20731973648071*x0 - 1.50012004375458)
