,symbolic_function
0,0.811062492466391*x0 - 0.82321797020213
1,-0.188395068049431
2,1.14665043354034*sin(0.715439915657043*x0 - 0.404039919376373) - 0.365749299526215
3,1.17481863498688*cos(0.6978799700737*x0 - 1.96527993679047) - 0.365300059318542
4,15.7639608383179 - 16.591596110073*(1 - 0.0248630673212492*x0)**2
