,symbolic_function
0,0.000201856522001921 - 0.000578934429249955*x0
1,-0.000226762102101929*cos(3.19720005989075*x0 - 3.39463996887207) - 0.000120276119560003
2,0.000226570191443898*sin(3.19972014427185*x0 - 4.96799993515015) - 0.000120491793495603
3,0.000980226080327002*(1 - 0.409362094060377*x0)**2 - 0.000707766157574952
4,-0.00135075335856527 + 0.0016212736394374*exp(-0.499999940395355*x0)
