,symbolic_function
0,9.12880786927417e-5 - 9.52689576378941e-5*exp(-1.29999995231628*x0)
1,2.25165337042199e-7*tan(0.00200007297098637*x0 + 1.57244002819061) + 0.000127021296066232
2,7.26342987036332e-5 - 7.20323612313223e-5*(1 - 0.680000019073486*x0)**2
3,7.86160744610243e-5 - 7.99279549306246e-5*(1 - 0.449675500732116*x0)**3
4,5.2722562031704e-5*x0 + 1.48376254452817e-5
