,symbolic_function
0,1.56637394428253 - 1.74929785728455*sin(0.522759914398193*x0 - 4.25088024139404)
1,1.56526935100555 - 1.74821424484253*cos(0.522919952869415*x0 + 0.461679935455322)
2,0.218911192099777*(-0.941322670430565*x0 - 1)**2 - 0.219095394015312
3,1.03762018680573*tanh(0.707439959049225*x0 - 0.798999905586243) + 0.688351511955261
4,-0.336721498239116*(-0.413008303862492*x0 - 1)**3 - 0.337176740169525
