,symbolic_function,complexity,log_loss,alpha
0,0.0610000000000000,0,-4.032498658022877,tensor(0.0100)
1,0.0610000000000000,0,-4.032498658022877,tensor(0.1000)
2,0.416 - 0.622*x0,2,-10.550988778599487,tensor(1.0000e-04)
3,0.416 - 0.622*x0,2,-10.550988778599487,tensor(0.0010)
4,1.947 - 1.556*exp(0.333*x0),4,-15.856756376841469,tensor(1.0000e-05)
