,symbolic_function,complexity,log_loss,alpha
0,0.0,0,-21.92531288178972,tensor(1.0000e-05)
1,0.0,0,-21.92531288178972,tensor(1.0000e-04)
2,0.0,0,-21.92531288178972,tensor(0.0010)
3,0.0,0,-21.92531288178972,tensor(0.0100)
4,0.0,0,-21.92531288178972,tensor(0.1000)
