,symbolic_function,complexity,log_loss,alpha
0,0.138000000000000,0,-8.830679594557619,tensor(1.0000e-04)
1,0.138000000000000,0,-8.830679594557619,tensor(0.0010)
2,0.138000000000000,0,-8.830679594557619,tensor(0.0100)
3,0.138000000000000,0,-8.830679594557619,tensor(0.1000)
4,0.137 - 0.382*x0,2,-17.185767348778256,tensor(1.0000e-05)
