,complexity,loss,score,sympy_format
2,4,2.1468425e-07,6.1706921345526045,0.199200249019798*x1**3
1,3,0.000102730104,0.5148001633769544,x1*0.06468175
3,5,2.0944549e-07,0.024704829443824454,tanh(x1**3*0.1999977)
5,7,2.0880083e-07,0.0030825402441339413,sin(0.395072048331961*x1**3)/1.9681306
4,6,2.0944546e-07,1.432353694982865e-07,-tanh(x1**3*(-0.19999763))
