,complexity,loss,score,sympy_format
2,5,2.9272255e-06,3.4868448108757253,sin(-tanh(x0) - 4.9726315)
1,4,9.566953e-05,1.5814004843695333,log(2.6270671 - x0)
3,7,2.5760744e-06,0.06389417813443203,sin(1.3148404 - tanh(x0 + 0.0063393507))
0,1,0.01099396,0.0,0.715034700000000
