,symbolic_function,complexity,log_loss,alpha,score
0,0.0111330215404987 - 0.303759526716157*x0,2,-6.690626495449084,tensor(0.0003),0.31793743889728443
1,0.189650411510027 - 0.190195910176178*tanh(32.2211480958457*x0 + 5.8461891228727),5,-6.792032734097589,tensor(1.0000e-05),0.033802079549501464
2,0.00496333789291997,0,-6.0547516176545155,tensor(0.0100),0.0
