,symbolic_function,complexity,log_loss,alpha
0,1.67000000000000,0,-3.5749409076569902,tensor(0.0100)
1,1.67000000000000,0,-3.5749409076569902,tensor(0.1000)
2,0.201*sin(1.182*x0 + 0.485) + 1.629,5,-4.708840891432032,tensor(0.0010)
3,-0.011*x0**3 + 0.163*x0**2 - 0.732*x0 + 2.54,8,-4.679296291300026,tensor(1.0000e-05)
4,-0.011*x0**3 + 0.163*x0**2 - 0.732*x0 + 2.54,8,-4.679296291300026,tensor(1.0000e-04)
