,symbolic_function,complexity,log_loss,alpha,score
0,0.362857336650907*x0 - 0.201583429103653,2,-13.11676397925788,tensor(1.0000e-05),4.010370460870583
1,0.00586548934876918,0,-5.0960230575167165,tensor(0.0100),0.0
