,symbolic_function,complexity,log_loss,alpha,score
0,0.135799624324311 - 0.396978491719999*x0,2,-14.251148995724025,tensor(1.0000e-05),3.654188969494873
1,0.133471151209436,0,-6.942771056734279,tensor(0.0100),0.0
