,symbolic_function
0,-0.000296046753646806*sin(6.6671199798584*x0 - 6.83536005020142) - 5.77358441660181e-5
1,-0.000296049867756665*cos(6.66807985305786*x0 + 4.15960025787354) - 5.77327118662652e-5
2,0.000255644641583785*tanh(9.14447975158691*x0 - 5.17479991912842) - 4.37017588410527e-5
3,0.000244863767875358 - 0.000138431845698506*Abs(7.58296012878418*x0 - 6.14703989028931)
4,0.0012977309525013 - 0.00185600107929879*(1 - 0.276628745647545*x0)**2
