,symbolic_function
0,0.129676714539528 + 7.64295991062527e-6*exp(-9.99987983703613*x0)
1,0.129684135317802 - 6.25395779607629e-9*tan(10.0*x0 + 1.59999990463257)
2,2.54856899430662e-5*(1 - 0.999980067807602*x0)**3 + 0.129658877849579
3,0.129684358835220
4,0.129684352759972 - 7.64894957683282e-5*x0
