,symbolic_function
0,0.583476543426514 - 0.446191390891239*exp(0.859119892120361*x0)
1,0.294030584088453*(-0.434644754550466*x0 - 1)**3 + 0.431317836046219
2,0.358429491519928 - 0.22114254503395*(-0.866970150886279*x0 - 1)**2
3,0.17939618229866 - 0.189487040042877*tan(1.92215991020203*x0 - 9.20608043670654)
4,0.0554336085915565 - 0.207567676901817*sin(2.01327991485596*x0 - 0.405359864234924)
