,symbolic_function
0,-0.235338270664215*cos(0.408239930868149*x0 - 3.14596009254456) - 0.268447041511536
1,0.235282719135284*sin(0.408399939537048*x0 + 1.56631994247437) - 0.268358111381531
2,-0.267273724079132*tanh(0.379999935626984*x0 - 1.5) - 0.274350613355637
3,0.114426612854004*Abs(0.709999978542328*x0 - 4.94591999053955) - 0.524385631084442
4,1.71924506284479*(1 - 0.0255564638238322*x0)**2 - 1.67123651504517
