,symbolic_function
0,0.0654281005263329 - 0.0653209805022925*(-0.980000019073486*x0 - 1)**2
1,0.077271134455783*(-0.562304752316687*x0 - 1)**3 + 0.0772514492273331
2,-0.14105911552906*tanh(1.08803999423981*x0 - 0.435359925031662) - 0.0577048286795616
3,-0.239827454090118*sin(0.781799972057343*x0 - 0.831999897956848) - 0.177099004387856
4,-0.221543997526169*cos(0.818119943141937*x0 + 3.91059994697571) - 0.158988028764725
