,symbolic_function,complexity,log_loss,alpha,score
0,0.666532294372791*x0 - 0.280250756730398,2,-10.702255019018237,tensor(1.0000e-05),2.7396460095650697
1,-0.356633105119690,0,-5.2229629998880975,tensor(0.0100),0.0
