,complexity,loss,score,sympy_format
1,3,2.4386054e-07,5.238844381338534,x0*(-0.49980032)
4,7,2.1607829e-07,0.04432350976671559,tan(tanh(x0*(-0.49992776)) - 1*0.00012268225)
2,5,2.2904412e-07,0.03134092788127487,tanh(tan(x0*(-0.5000904)))
3,6,2.2587106e-07,0.013950343268311849,sin(sin(tan(x0*(-0.50024825))))
0,1,0.0086605195,0.0,-0.0196400700000000
