,complexity,loss,score,sympy_format
2,4,5.1254975e-08,7.572810331411796,0.197325724628776*x1**3
1,3,9.96703e-05,0.5196129403506422,x1*0.06424147
3,5,4.41531e-08,0.14914954671741712,tanh(0.198103635158346*x1**3)
4,6,4.1494243e-08,0.06210844503836066,tanh(tanh(0.198875532949856*x1**3))
5,7,4.1473303e-08,0.0005047756973462395,tanh(0.285602957992023*x1**3)/1.4357493
