,complexity,loss,score,sympy_format
1,3,3.0414727e-05,2.594971562510582,x0*(-0.49904868)
3,6,1.2005715e-05,0.7290726428825303,log(0.962239332 + x0*(-0.36418116))
2,5,2.4889734e-05,0.10023575129930001,tan(sin(x0*(-0.48779896)))
4,7,1.1438502e-05,0.04839775309517663,sin(log(1 + x0*(-0.3927381))) - 0.03113614
0,1,0.0054581766,0.0,-0.355971520000000
