,complexity,loss,score,sympy_format
5,7,1.6506942e-06,5.529282292894741,x1*(0.49643058 + x0*(-0.49589118))
3,5,0.000463634,1.125929298295066,x1/exp(3*x0)
2,4,0.001429421,0.8032043251148262,-0.25503343*log(x0)
4,6,0.00041591388,0.10861722826278056,tanh(x1/exp(3*x0))
1,3,0.003191445,0.04599928127657414,x1*0.10833684
