,symbolic_function
0,3.66075323654513e-6
1,0.000763780190027319*x0 + 3.6087148734959e-6
2,0.00015271749976846*exp(5.0*x0) - 0.000149108789628372
3,-1.52370512296329e-5*log(0.0999999269843102 - 5.0*x0) - 3.14758799504489e-5
4,0.000385442806873471 - 0.000381890595235745*(0.999925994873047 - x0)**2
