,complexity,loss,score,sympy_format
2,4,0.0002076633,3.1718974192997362,x0**2*(-0.4876688)
3,5,1.7753204e-05,2.4593520114356777,sin(x0**2/(-1.9459321))
1,3,0.0049533304,0.8648688719514988,x0*(-0.39530766)
4,7,1.0199458e-05,0.2771157125253764,sin((x0 - 1*0.016531397)**2*(-0.53523916))
0,1,0.027932696,0.0,-0.200188250000000
