,complexity,loss,score,sympy_format
5,7,0.00043985128,1.5683446038137159,x0*(-0.49681002) + tanh(log(x0 + 1))
4,6,0.0021107134,1.2517273185935585,x0*(-0.634099) + log(x0 + 1)
2,4,0.013485708,1.1208314402192057,x0**3*(-0.014911006)
3,5,0.00737985,0.6028771447917689,0.3406457 + x0*(-0.2879885)
1,3,0.041366108,0.13736352204665053,x0*(-0.08219927)
