,complexity,loss,score,sympy_format
2,4,8.986028e-05,4.756108510498467,log(2.624538 - x0)
3,5,3.1817701e-06,3.3408183424470232,x0*(-0.5205468) - 1*(-1.0122273)
1,3,0.010450076,0.08222333669817666,1.2871116 - x0
4,7,3.1817651e-06,7.85726776557724e-07,log(2.75172173163384*exp(-0.5205468*x0))
0,1,0.01231793,0.0,0.713780340000000
