,symbolic_function
0,0.0759803950786591
1,0.500729208992929*x0 - 0.00721201590540943
2,1.56284844875336*cos(0.559279918670654*x0 - 2.65755987167358) + 1.38342094421387
3,1.25924050807953 - 1.43494153022766*sin(0.589919924736023*x0 - 4.21212005615234)
4,0.218246421567029*(-0.943811102762671*x0 - 1)**2 - 0.218419969081879
