,symbolic_function
0,0.00471311807632446 - 1.14006018400431*x0
1,-0.884846448898315
2,4.30783271789551 - 4.07062482833862*log(0.973599910736084*x0 + 2.82459998130798)
3,-4.79191637039185 + 4.86929231905795*exp(-0.283399909734726*x0)
4,2.87651010504832*(1 - 0.235922198859198*x0)**2 - 2.80358147621155
