,symbolic_function,complexity,log_loss,alpha
0,-0.0920000000000000,0,-7.647702961414673,tensor(0.0010)
1,-0.0920000000000000,0,-7.647702961414673,tensor(0.0100)
2,-0.0920000000000000,0,-7.647702961414673,tensor(0.1000)
3,0.023 - 0.148*x0,2,-15.651431196697331,tensor(1.0000e-05)
4,0.023 - 0.148*x0,2,-15.651431196697331,tensor(1.0000e-04)
