,symbolic_function,complexity,log_loss,alpha
0,0.0550000000000000,0,-7.35217169001578,tensor(0.0010)
1,0.0550000000000000,0,-7.35217169001578,tensor(0.0100)
2,0.0550000000000000,0,-7.35217169001578,tensor(0.1000)
3,0.206*x0 + 0.014,2,-15.23346749668413,tensor(1.0000e-05)
4,0.206*x0 + 0.014,2,-15.23346749668413,tensor(1.0000e-04)
