,symbolic_function,complexity,log_loss,alpha
0,-0.177000000000000,0,-2.5178836040000885,tensor(0.1000)
1,1.278 - 1.858*x0,2,-11.223863461780022,tensor(1.0000e-05)
2,1.278 - 1.858*x0,2,-11.223863461780022,tensor(1.0000e-04)
3,1.278 - 1.858*x0,2,-11.223863461780022,tensor(0.0010)
4,1.278 - 1.858*x0,2,-11.223863461780022,tensor(0.0100)
