,symbolic_function,complexity,log_loss,alpha
0,-0.00700000000000000,0,-6.608721219566752,tensor(0.0010)
1,-0.00700000000000000,0,-6.608721219566752,tensor(0.0100)
2,-0.00700000000000000,0,-6.608721219566752,tensor(0.1000)
3,0.004 - 0.162*x0,2,-8.029900975763708,tensor(1.0000e-04)
4,-0.333*x0**3 - 0.013*x0**2 - 0.047*x0 + 0.001,8,-11.036135417645852,tensor(1.0000e-05)
