,symbolic_function,complexity,log_loss,alpha,score
0,-1.98334962970501*tanh(2.70362056576358*x0 - 13.3873080725764) - 1.50331897731399,6,-0.36829073402617896,tensor(1.0000e-05),0.291347628364874
1,-1.20454407797984,0,1.3797950361630649,tensor(10.),0.0
