,symbolic_function,complexity,log_loss,alpha,score
0,0.324963897275684*x0**3 - 2.74685797782859*x0**2 + 6.63826593331882*x0 - 4.96807905851224,8,4.4977947531568665,tensor(1.0000e-05),0.052755204864232574
1,3.224837718471*x0 - 9.82738460170687,2,4.814325982342262,tensor(10.),0.0
