X
0
7
13
28
45
79
95
134
159
195
208
236
274
278
324
352
383
443
490
490
490
490
490
713
713
713
756
799
915
915
1014
1112
1185
1258
1330
1427
1524
1657
1789
1896
2003
2109
2275
2440
3
6
6
13
13
16
25
26
30
32
32
37
45
53
66
69
69
76
80
99
100
100
107
110
115
118
120
135
135
168
201
210
219
227
282
337
382
426
469
512
555
610
664
820
1
4
12
12
12
39
53
56
72
80
87
87
92
94
94
97
99
99
99
102
102
102
106
110
112
125
129
132
135
137
140
142
154
166
177
178
179
198
217
242
266
290
310
330
0
0
0
0
0
0
0
1
2
3
3
3
4
4
4
4
4
4
4
4
4
6
6
10
14
18
20
22
26
30
36
42
47
52
57
65
72
77
81
85
88
91
100
108
0
0
0
0
0
0
2
2
2
2
2
2
2
2
3
3
3
3
3
3
4
4
4
7
9
11
12
13
18
22
25
27
29
44
59
59
73
88
103
118
123
127
140
152
0
0
8
8
8
79
138
379
488
572
804
924
1094
1186
1346
1608
1608
2041
2041
2428
2428
2877
2877
3085
3630
3630
3874
3874
3874
4015
4156
4156
4523
4708
4892
4932
4972
5011
5011
5011
5278
5545
5597
5648
1
13
14
27
27
38
41
52
52
57
63
67
71
74
74
74
74
74
90
105
105
105
105
129
153
162
171
173
175
177
198
219
219
219
236
253
270
270
270
270
270
290
309
328
0
0
0
0
0
0
0
7
7
7
7
7
7
8
8
8
8
8
19
19
19
23
27
32
32
32
32
34
35
36
43
49
58
67
67
67
67
80
92
103
103
103
103
103
0
0
0
0
0
0
2
2
2
2
2
2
2
2
4
4
4
4
4
4
4
4
9
9
9
15
20
25
32
39
43
47
54
61
67
67
67
67
67
76
85
93
108
123
1
1
1
1
1
1
1
4
122
156
207
256
291
318
330
342
347
357
359
361
363
365
367
375
382
395
407
407
407
407
445
482
515
546
565
584
602
633
663
675
687
741
794
847
0
0
0
1
1
3
5
9
12
15
15
15
22
28
30
31
32
43
53
76
76
76
76
76
134
192
251
310
321
332
343
394
444
444
444
583
722
860
860
860
1284
1708
1708
1708
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
4
18
27
36
57
78
99
115
130
138
146
98
49
-1
117
234
255
342
342
342
342
537
732
825
917
948
979
1009
2
2
4
4
4
4
4
4
4
4
4
4
4
4
4
5
5
5
5
6
6
9
12
14
15
16
20
24
27
29
31
32
32
36
48
49
50
50
63
75
84
92
104
116
3
4
4
23
23
33
43
73
85
125
164
193
221
249
281
312
340
368
382
396
410
1052
1693
1693
1693
1693
1693
1693
2014
2334
2729
3124
3521
3918
4314
4314
4314
4750
5185
5185
5185
5185
5698
6210
0
0
0
0
0
7
7
8
9
23
27
29
31
34
36
38
38
38
40
42
48
54
59
59
59
66
66
71
75
79
82
85
85
85
88
91
94
104
114
119
124
124
124
124
0
0
1
2
2
4
4
14
24
26
26
28
30
32
34
35
37
39
43
46
51
56
60
62
63
63
78
82
86
90
101
111
126
140
155
170
184
200
216
234
251
287
323
359
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
6
6
6
6
6
6
6
6
13
20
27
168
308
412
516
540
564
587
680
772
772
772
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
2
3
3
3
3
3
3
3
3
9
15
18
21
21
21
21
44
66
66
66
81
96
110
110
0
0
0
0
0
0
0
0
0
0
0
2
6
11
13
15
18
38
92
146
196
246
296
398
500
688
875
934
992
1050
1137
1223
1306
1306
1478
1650
1822
1967
2111
2155
2198
2277
2356
2435
0
0
1
2
3
3
4
7
7
9
11
16
18
22
26
34
41
48
57
65
75
85
92
98
104
121
138
170
184
228
271
314
346
378
447
515
589
662
735
819
902
994
1085
1203
5
13
33
57
84
102
134
153
219
279
396
635
889
889
1632
2247
2525
2593
3002
3345
4291
4707
4707
4707
5116
5462
5703
5757
6545
6545
6545
6757
6757
7339
7920
8270
8619
8968
9507
10046
10547
11047
11768
12489
