,complexity,loss,score,sympy_format
2,5,4.4580642e-07,4.673868036901727,(2.0014234 - x0)*0.49943832
1,4,4.7750884e-05,1.8295920514139796,log(2.6245986 - x0)
3,7,3.5266436e-07,0.11718401941938351,tanh(tan(x0*(-0.50111645))) + 1.0002092
0,1,0.011553847,0.0,0.714125900000000
