,symbolic_function
0,0.000220315530896187 - 0.0586117953062057*sin(5.81047964096069*x0 - 8.59719944000244)
1,0.000208631157875061 - 0.0586038120090961*cos(5.81055974960327*x0 + 2.39855980873108)
2,0.0255750101059675*Abs(9.63199996948242*x0 - 6.45599985122681) - 0.0689184367656708
3,0.628039496528643*(0.646952564088228 - x0)**2 - 0.0552638247609138
4,0.0330930054187775*tanh(10.0*x0 - 9.0) - 0.013852727599442
