,symbolic_function
0,0.196141719818115*sin(0.775999844074249*x0 + 2.81807994842529) - 0.0376689024269581
1,-0.197286874055862*cos(0.77159982919693*x0 - 8.17335987091064) - 0.037216991186142
2,0.0266608074307442 - 0.474421381950378*tanh(0.327999919652939*x0 + 4.0148981497623e-5)
3,0.682746853637195*(1 - 0.11756296573105*x0)**2 - 0.655388474464417
4,0.871720717644059*(1 - 0.0615083572624598*x0)**3 - 0.844293236732483
