,symbolic_function
0,0.0318875103097257*(-x0 - 0.0400000658036596)**2 - 0.00357963261194527
1,-0.000700909760780632*cos(10.0*x0 + 0.399999856948853) - 0.0028811264783144
2,0.000729771854821593*sin(9.80000019073486*x0 - 1.18799984455109) - 0.00285282591357827
3,0.000284190435195342*Abs(10.0*x0 + 0.399999856948853) - 0.00361898797564209
4,-0.140778072641793*(-x0 - 0.0651072040061328)**3 - 0.00355254090391099
