,symbolic_function
0,0.00234109722077847 - 0.052219457924366*cos(9.98396015167236*x0 - 1.40399980545044)
1,0.0522443391382694*sin(9.97799968719482*x0 + 9.5959997177124) + 0.00237617827951908
2,0.0252410732209682*Abs(8.95728015899658*x0 - 6.72464036941528) - 0.045571330934763
3,0.00505278073251247 - 0.0298663210123777*tanh(10.0*x0 - 5.79999971389771)
4,0.329121060113693*(0.699451543996589 - x0)**2 - 0.0276678372174501
