,symbolic_function
0,0.0112374490126967*tanh(5.5513596534729*x0 - 3.30511999130249) - 0.19903077185154
1,-0.0113455886021256*cos(4.56623983383179*x0 - 7.39247989654541) - 0.199244886636734
2,0.0113453501835465*sin(4.5655198097229*x0 + 3.603679895401) - 0.199245616793633
3,0.0040026237256825*Abs(9.80656051635742*x0 - 2.4126398563385) - 0.212669298052788
4,0.0264147931355487*(-x0 - 0.118022184453452)**2 - 0.213220477104187
