,symbolic_function
0,-0.106888018548489*tanh(1.75335991382599*x0 - 0.957839787006378) - 0.0132844867184758
1,-0.0826315730810165*sin(2.25055980682373*x0 - 1.22799980640411) - 0.0131924012675881
2,-0.08259516954422*cos(2.25175976753235*x0 + 9.76696014404297) - 0.0131891863420606
3,0.513876736164093 - 0.437434077874229*(-0.178114066338719*x0 - 1)**2
4,0.62970309576141*(-0.0828121636292509*x0 - 1)**3 + 0.70624703168869
