,symbolic_function
0,-5.59774875341645e-8*tan(1.29999995231628*x0 + 4.71799993515015) - 0.00112828437704593
1,-0.000237132547374472*exp(5.0*x0) - 0.000881853280588984
2,-0.000397419654518671*(x0 + 1)**3 - 0.0007215611403808
3,2.16836688196054e-5*log(0.0999999269843102 - 5.0*x0) - 0.00106913759373128
4,-0.000597230064158794*(x0 + 1)**2 - 0.000521749083418399
