,symbolic_function
0,0.000642630737274885*tanh(4.84600019454956*x0 - 4.01287984848022) + 0.00111368508078158
1,0.00264662306991828*(0.340056446864509 - x0)**2 + 0.0004450531268958
2,0.00189573224633932*sin(1.76627993583679*x0 - 2.18547987937927) + 0.00233453558757901
3,0.0018309181323275*cos(1.80001997947693*x0 - 3.76800012588501) + 0.00226940726861358
4,0.000458407070254907 - 0.00204357293104296*(0.162306916504002 - x0)**3
