,symbolic_function
0,0.062421377748251 - 5.8088953664992e-5*tan(0.500379920005798*x0 + 4.72200012207031)
1,0.1258295327425 - 0.0573747569426725*exp(4.99998998641968*x0)
2,0.065943531692028 - 0.00047039269702509*log(4.95062017440796*x0 + 0.00400000065565109)
3,0.164330214262009 - 0.0958751625148579*(x0 + 1)**3
4,0.212393194437027 - 0.143938034307212*(-x0 - 1)**2
