,symbolic_function
0,4.37751896242844e-6*tan(4.99887990951538*x0 - 4.72000026702881) + 0.123626343905926
1,0.123345874249935 - 7.81420603743754e-5*log(3.72529029846191e-9 - 0.19985993206501*x0)
2,0.176210358738899 - 0.0520247328639805*exp(-5.0*x0)
3,0.21097669005394 - 0.086791034846101*(1 - x0)**3
4,0.254403054714203 - 0.130227266345173*(0.999962043762207 - x0)**2
