,symbolic_function,complexity,log_loss,alpha,score
0,0.193551560803008*x0 - 0.00364422083005792,2,-14.902389049552392,tensor(1.0000e-05),2.8483763775519657
1,-0.00518374618125381,0,-9.20563629444846,tensor(0.0003),0.0
