,symbolic_function,complexity,log_loss,alpha,score
0,1.48392886495397*exp(0.548025316434419*x0) - 1.50695835995739,4,-12.40579472829199,tensor(1.0000e-05),2.38054108065794
1,0.851814435212545*x0 - 0.016052923615237,2,-7.644712566976111,tensor(0.0003),1.9875634901847197
2,0.0148109366248537,0,-3.6695855866066713,tensor(0.3162),0.0
