,symbolic_function,complexity,log_loss,alpha,score
0,0.243890868584669*x0,1,-11.395233772015645,tensor(1.0000e-05),4.347459962587527
1,-0.00476060864504313,0,-7.047773809428119,tensor(0.0100),0.0
