,symbolic_function,complexity,log_loss,alpha,score
0,-0.124943984488997*x0 - 0.00101597894253098,3,-14.637806913402937,tensor(1.0000e-05),1.9862396236708182
1,0.0,0,-8.679088042390482,tensor(0.0003),0.0
