,symbolic_function,complexity,log_loss,alpha,score
0,0.169881465417787*x0 - 0.00398604062063615,2,-11.959733661592304,tensor(1.0000e-05),2.036547010192891
1,-0.00595361330278259,0,-7.886639641206522,tensor(0.0003),0.0
