,symbolic_function,complexity,log_loss,alpha,score
0,0.279618817529352 - 0.286718366114846*exp(1.01903213700482*x0),4,-11.038530902407668,tensor(1.0000e-05),2.8805814948037423
1,-0.351524149840184*x0 - 0.0104135074574014,3,-8.157949407603926,tensor(0.0003),0.9343238616819102
2,-0.0353375019850793,0,-5.354977822558196,tensor(0.0100),0.0
