,symbolic_function,complexity,log_loss,alpha,score
0,0.241466451588081*x0 - 0.000569638916464225,2,-13.822063863829777,tensor(1.0000e-05),3.2244682772277016
1,0.0115954036950098,0,-7.373127309374374,tensor(0.0003),0.0
