,symbolic_function,complexity,log_loss,alpha,score
0,0.638994635547595 - 0.474087222522157*x0,2,-12.118983345563677,tensor(1.0000e-05),3.7635322345099635
1,0.367461390048265,0,-4.59191887654375,tensor(0.0100),0.0
