,complexity,loss,score,sympy_format
2,4,0.0001203835,4.513900410830486,log(2.6254932 - x0)
3,5,1.0349147e-05,2.4537783794379755,log(exp(0.6031437 - x0) + 1)
4,6,2.1424346e-06,1.574961254919717,1.0215054 - tanh(x0*0.5618469)
1,3,0.010988262,0.034497121323066766,1.287276 - x0
0,1,0.011773154,0.0,0.713943800000000
