,symbolic_function
0,3.66056565326289e-6
1,0.000763795833336189*x0 + 3.60870035365224e-6
2,0.000152721566070539*exp(5.0*x0) - 0.000149112864164636
3,-1.52374086610507e-5*log(0.0999999269843102 - 5.0*x0) - 3.14767057716381e-5
4,0.000385447376174852 - 0.000381898280465975*(0.999921989440918 - x0)**2
