,complexity,loss,score,sympy_format
2,4,2.2319147e-05,5.753492017817536,x1**2*0.1985902
1,3,0.007036998,0.6678958357644452,x1*0.23653619
4,6,2.2231403e-05,0.003938946628151244,0.00039902906 - (-0.19834912)*x1**2
3,5,2.2319144e-05,1.3441374795051047e-07,x1*x1*0.19859001
0,1,0.026761742,0.0,0.148401900000000
