,symbolic_function
0,-0.105327911411556*(-0.533401443135095*x0 - 1)**3 - 0.104193016886711
1,0.152609995565373*exp(1.103679895401*x0) - 0.151480659842491
2,0.0863204237371789*(-x0 - 0.976455284905444)**2 - 0.0811631828546524
3,0.042531181126833*tan(0.0840000808238983*x0 - 8.00020027160645) - 0.287674456834793
4,0.214611932635307*tanh(1.0324798822403*x0 - 0.534079849720001) + 0.105980068445206
